ticker,date,window_start,window_end,n_days,mu,sigma
AAPL,2018-01-02,2017-07-03,2018-01-02,127,0.37018290720647634,0.1815178355504941
AAPL,2018-01-03,2017-07-05,2018-01-03,127,0.3770134846567038,0.18138966255593866
AAPL,2018-01-04,2017-07-05,2018-01-04,128,0.3831917962970105,0.1807277673215315
AAPL,2018-01-05,2017-07-06,2018-01-05,128,0.3974026882835608,0.1812155296138951
AAPL,2018-01-08,2017-07-10,2018-01-08,127,0.3919094862402773,0.1810123709699381
AAPL,2018-01-09,2017-07-10,2018-01-09,128,0.3886219872526565,0.18031353845646472
AAPL,2018-01-10,2017-07-11,2018-01-10,128,0.3761905101057677,0.18021552071562316
AAPL,2018-01-11,2017-07-12,2018-01-11,128,0.38097309180573374,0.1802943325508601
AAPL,2018-01-12,2017-07-13,2018-01-12,128,0.39835934902047854,0.18071289247751143
AAPL,2018-01-16,2017-07-17,2018-01-16,127,0.34695788467389616,0.18054734327786556
AAPL,2018-01-17,2017-07-18,2018-01-17,127,0.3725517638023369,0.18175843865517338
AAPL,2018-01-18,2017-07-19,2018-01-18,127,0.36743746333158545,0.18173819818970366
AAPL,2018-01-19,2017-07-20,2018-01-19,127,0.34617218053750914,0.18180073109150235
AAPL,2018-01-22,2017-07-24,2018-01-22,126,0.3424478553816499,0.18282375984970162
AAPL,2018-01-23,2017-07-24,2018-01-23,127,0.34020001645754583,0.1821038153940924
AAPL,2018-01-24,2017-07-25,2018-01-24,127,0.2844511123711646,0.1831034566123582
AAPL,2018-01-25,2017-07-26,2018-01-25,127,0.24024743755639974,0.1850192933436987
AAPL,2018-01-26,2017-07-27,2018-01-26,127,0.2355487485746455,0.18495337873391607
AAPL,2018-01-29,2017-07-31,2018-01-29,126,0.24787448157029335,0.18576014681093805
AAPL,2018-01-30,2017-07-31,2018-01-30,127,0.23419257509229263,0.1852763031638534
AAPL,2018-01-31,2017-08-01,2018-01-31,127,0.24989764562698807,0.1850910757534024
AAPL,2018-02-01,2017-08-02,2018-02-01,127,0.23650875564958784,0.18476290683397895
AAPL,2018-02-02,2017-08-03,2018-02-02,127,0.05687764163952391,0.18444672291552275
AAPL,2018-02-05,2017-08-07,2018-02-05,126,0.016294833541250497,0.18797956751424244
AAPL,2018-02-06,2017-08-07,2018-02-06,127,0.09740480596209089,0.19588616875124426
AAPL,2018-02-07,2017-08-08,2018-02-07,127,0.02399742778034333,0.1971597630411133
AAPL,2018-02-08,2017-08-09,2018-02-08,127,-0.04717237656208326,0.20073757602779072
AAPL,2018-02-09,2017-08-10,2018-02-09,127,-0.035159814851094505,0.20129736255682204
AAPL,2018-02-12,2017-08-14,2018-02-12,126,0.0806574262840547,0.2036433330464353
AAPL,2018-02-13,2017-08-14,2018-02-13,127,0.09980080247094825,0.2032883763507347
AAPL,2018-02-14,2017-08-15,2018-02-14,127,0.1064120363203407,0.20381852157677302
AAPL,2018-02-15,2017-08-16,2018-02-15,127,0.15034026689116395,0.2084258114798924
AAPL,2018-02-16,2017-08-17,2018-02-16,127,0.151904018934279,0.20839377370006595
AAPL,2018-02-20,2017-08-21,2018-02-20,126,0.18970743199836537,0.20731442507420134
AAPL,2018-02-21,2017-08-22,2018-02-21,126,0.1842951353823672,0.20741803387416796
AAPL,2018-02-22,2017-08-23,2018-02-22,126,0.16851365910849392,0.2065287995662037
AAPL,2018-02-23,2017-08-24,2018-02-23,126,0.20049516964556613,0.20785354823278968
AAPL,2018-02-26,2017-08-28,2018-02-26,125,0.24308356003189668,0.21021012583171006
AAPL,2018-02-27,2017-08-28,2018-02-27,126,0.2346626755744463,0.20945225296875847
AAPL,2018-02-28,2017-08-29,2018-02-28,126,0.21159086890653533,0.20907798947461062
AAPL,2018-03-01,2017-09-05,2018-03-01,123,0.14806936419065542,0.2128819604404598
AAPL,2018-03-02,2017-09-05,2018-03-02,124,0.16087878065759226,0.2122051424279261
AAPL,2018-03-05,2017-09-06,2018-03-05,124,0.19245274571450685,0.21145174108872067
AAPL,2018-03-06,2017-09-07,2018-03-06,124,0.19286183732773174,0.21144839867935558
AAPL,2018-03-07,2017-09-08,2018-03-07,124,0.18208336981718462,0.21182926917491215
AAPL,2018-03-08,2017-09-11,2018-03-08,124,0.2375576028477264,0.2108693063237264
AAPL,2018-03-09,2017-09-11,2018-03-09,125,0.27000010612962366,0.21125659759624127
AAPL,2018-03-12,2017-09-13,2018-03-12,124,0.26335985259802125,0.21096768238411612
AAPL,2018-03-13,2017-09-14,2018-03-13,124,0.2590391006902709,0.21116683850291484
