ticker,date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
SPY,2023-03-09 09:30:00,2023-03-08 09:31:00,2023-03-09 09:30:00,390,-4.388739068877628,8.862565236731524e-09,0.18224309478721556,0.7202770165630421,0.0002483195580416244,2520.0,0.00016026159410476026,0.0014936074698982064,0.000161390047714427
SPY,2023-03-09 09:31:00,2023-03-08 09:32:00,2023-03-09 09:31:00,390,-1.4368229556815413,1.7202497137503362e-08,0.1520158671696451,0.7862159395685927,0.000832792263112653,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:32:00,2023-03-08 09:33:00,2023-03-09 09:32:00,390,-1.4016384760749796,1.7202497122260044e-08,0.15201586652749682,0.7862150129423549,0.0007533497059542049,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:33:00,2023-03-08 09:34:00,2023-03-09 09:33:00,390,-1.1808368177877426,1.7202497106360958e-08,0.1520158656048853,0.7862140865600534,0.00068053818553277,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:34:00,2023-03-08 09:35:00,2023-03-09 09:34:00,390,-1.0001462229085907,1.7202497080165488e-08,0.1520158634146395,0.7862131612621727,0.0007168550756082113,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:35:00,2023-03-08 09:36:00,2023-03-09 09:35:00,390,-0.9616303403810277,1.720249707218221e-08,0.1520158627598092,0.7862122346621705,0.0007034876850400065,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:36:00,2023-03-08 09:37:00,2023-03-09 09:36:00,390,-0.9097321214556818,1.7202497062846933e-08,0.15201586208649154,0.7862113080755349,0.000643020216617224,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:37:00,2023-03-08 09:38:00,2023-03-09 09:37:00,390,-0.8743224625234834,1.7202497051493803e-08,0.15201586140608875,0.7862103814902536,0.0005866469494621,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:38:00,2023-03-08 09:39:00,2023-03-09 09:38:00,390,-0.7658980856532248,1.720249703961062e-08,0.15201586073015144,0.7862094548953904,0.0005419977130847765,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:39:00,2023-03-08 09:40:00,2023-03-09 09:39:00,390,-0.6920099991561101,1.7202497030759314e-08,0.15201586001654957,0.7862085283532644,0.0004989756218827605,1512.0,2.93657695419706e-06,0.0018686596258369714,4.682532315891663e-06
SPY,2023-03-09 09:40:00,2023-03-08 09:41:00,2023-03-09 09:40:00,390,0.2794800873084828,1.494289635795051e-08,0.05290766978688527,0.863499599486783,0.0004912600764164774,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
SPY,2023-03-09 09:41:00,2023-03-08 09:42:00,2023-03-09 09:41:00,390,0.19522159472285808,1.4942891920077755e-08,0.05290767250255686,0.8634986760801329,0.0004859382678353707,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
SPY,2023-03-09 09:42:00,2023-03-08 09:43:00,2023-03-09 09:42:00,390,0.20961882315767,1.4942891591352795e-08,0.05290767268576044,0.8634977634466144,0.00047740189195353324,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
SPY,2023-03-09 09:43:00,2023-03-08 09:44:00,2023-03-09 09:43:00,390,0.25097119344663676,1.4942891475959263e-08,0.05290767274722814,0.8634968513877381,0.0004614652920861306,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
SPY,2023-03-09 09:44:00,2023-03-08 09:45:00,2023-03-09 09:44:00,390,0.4038084234830616,1.4942891361658278e-08,0.05290767280163893,0.8634959393044706,0.00045391813881346315,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
SPY,2023-03-09 09:45:00,2023-03-08 09:46:00,2023-03-09 09:45:00,390,0.3676215080358688,1.494289125513312e-08,0.05290767285457934,0.8634950272261696,0.00043920889844428697,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
SPY,2023-03-09 09:46:00,2023-03-08 09:47:00,2023-03-09 09:46:00,390,0.507034338381068,1.4942891144573074e-08,0.05290767290633738,0.8634941151294743,0.000445623663347628,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
SPY,2023-03-09 09:47:00,2023-03-08 09:48:00,2023-03-09 09:47:00,390,0.6281320783686654,1.494288624294763e-08,0.05290767522718887,0.8634931881205868,0.00043929683365013264,1260.0,0.00019618047681255746,0.002021085589552791,0.00019824251774402946
