Datetime,Open,High,Low,Close,Volume
2023-07-07 09:30:00,339.34,340.19,339.3,339.709,483738
2023-07-07 09:32:00,339.71,340.46,338.88,340.39,245305
2023-07-07 09:34:00,340.3699,340.85,339.2,339.88,199272
2023-07-07 09:36:00,339.91,340.06,339.285,339.435,134181
2023-07-07 09:38:00,339.43,340.169,339.01,339.96,157359
2023-07-07 09:40:00,339.95,339.99,339.42,339.85,94216
2023-07-07 09:42:00,339.9,340.29,339.55,339.85,106258
2023-07-07 09:44:00,339.86,340.04,339.6805,339.95,82828
2023-07-07 09:46:00,339.97,340.64,339.97,340.46,99589
2023-07-07 09:48:00,340.48,340.7795,340.28,340.32,129773
2023-07-07 09:50:00,340.29,340.38,339.84,339.98,68892
2023-07-07 09:52:00,340.05,340.4,339.87,340.4,88464
2023-07-07 09:54:00,340.405,340.9099,340.36,340.625,106828
2023-07-07 09:56:00,340.65,340.9399,340.49,340.8682,83972
2023-07-07 09:58:00,340.86,341.2,340.75,340.941,75363
2023-07-07 10:00:00,340.95,341.03,340.32,340.37,84715
2023-07-07 10:02:00,340.3282,340.42,340.11,340.33,59489
2023-07-07 10:04:00,340.3101,340.43,340.18,340.34,46196
2023-07-07 10:06:00,340.27,340.52,340.0751,340.3,75406
2023-07-07 10:08:00,340.275,340.4583,340.13,340.38,64333
2023-07-07 10:10:00,340.36,340.4499,339.83,339.98,84994
2023-07-07 10:12:00,339.99,340.359,339.96,340.27,54602
2023-07-07 10:14:00,340.29,340.64,340.26,340.4291,45837
2023-07-07 10:16:00,340.41,340.48,339.5108,339.66,80344
2023-07-07 10:18:00,339.6399,339.6399,339.23,339.54,81029
2023-07-07 10:20:00,339.54,339.69,339.39,339.477,44368
2023-07-07 10:22:00,339.47,339.54,339.35,339.5,55209
2023-07-07 10:24:00,339.4821,339.54,339.38,339.435,65688
2023-07-07 10:26:00,339.425,339.5,339.1401,339.39,57051
2023-07-07 10:28:00,339.39,339.39,338.82,338.89,109690
2023-07-07 10:30:00,338.93,338.9699,338.36,338.735,97480
2023-07-07 10:32:00,338.74,338.76,338.3,338.3,118061
2023-07-07 10:34:00,338.34,338.34,337.56,337.6999,121136
2023-07-07 10:36:00,337.69,338.14,337.67,338.06,113087
2023-07-07 10:38:00,338.06,338.48,338.0411,338.46,71087
2023-07-07 10:40:00,338.47,338.48,337.847,338.14,61685
2023-07-07 10:42:00,338.14,338.22,337.9513,338.0,38664
2023-07-07 10:44:00,338.015,338.49,338.0,338.44,69637
2023-07-07 10:46:00,338.4799,338.8799,338.44,338.8683,64903
2023-07-07 10:48:00,338.86,339.01,338.79,338.935,79282
2023-07-07 10:50:00,338.95,339.0,338.67,339.0,59119
2023-07-07 10:52:00,338.99,339.01,338.74,338.88,52898
2023-07-07 10:54:00,338.88,339.33,338.88,339.2775,63525
2023-07-07 10:56:00,339.3,339.42,338.532,338.5387,100336
2023-07-07 10:58:00,338.545,338.85,338.46,338.78,63055
2023-07-07 11:00:00,338.77,339.04,338.765,338.99,34919
2023-07-07 11:02:00,338.95,339.435,338.91,339.41,76623
2023-07-07 11:04:00,339.44,339.505,339.27,339.39,66290
2023-07-07 11:06:00,339.34,339.5,339.0408,339.1651,41876
2023-07-07 11:08:00,339.1875,339.285,339.1045,339.2,38128
2023-07-07 11:10:00,339.24,339.4603,339.23,339.4381,44625
2023-07-07 11:12:00,339.44,339.5,339.305,339.33,40771
2023-07-07 11:14:00,339.33,339.52,339.32,339.47,32487
2023-07-07 11:16:00,339.5,339.5,339.27,339.2767,45687
2023-07-07 11:18:00,339.28,339.33,339.0998,339.1539,36326
2023-07-07 11:20:00,339.18,339.415,339.09,339.24,31678
2023-07-07 11:22:00,339.25,339.53,339.21,339.45,31610
2023-07-07 11:24:00,339.3999,339.41,339.165,339.21,36005
2023-07-07 11:26:00,339.215,339.28,339.09,339.22,34611
2023-07-07 11:28:00,339.2701,339.2701,339.06,339.14,33839
2023-07-07 11:30:00,339.14,339.2178,339.02,339.2,23724
2023-07-07 11:32:00,339.19,339.24,338.99,339.16,30555
2023-07-07 11:34:00,339.19,339.21,338.76,338.78,50468
2023-07-07 11:36:00,338.7828,339.0599,338.62,339.05,48496
2023-07-07 11:38:00,339.035,339.33,338.89,339.28,37142
2023-07-07 11:40:00,339.267,339.35,339.2,339.32,20975
2023-07-07 11:42:00,339.33,339.5,339.295,339.41,53088
2023-07-07 11:44:00,339.42,339.45,339.25,339.365,34967
2023-07-07 11:46:00,339.3501,339.4,339.2,339.37,15237
2023-07-07 11:48:00,339.36,339.46,339.31,339.41,31614
2023-07-07 11:50:00,339.4,339.43,339.29,339.405,17590
2023-07-07 11:52:00,339.44,339.47,339.32,339.32,40962
2023-07-07 11:54:00,339.29,339.41,339.1,339.405,27678
2023-07-07 11:56:00,339.39,339.47,339.2998,339.42,39197
2023-07-07 11:58:00,339.45,339.46,339.38,339.42,39202
2023-07-07 12:00:00,339.445,339.69,339.43,339.67,110653
2023-07-07 12:02:00,339.66,339.69,339.57,339.6399,41210
2023-07-07 12:04:00,339.6305,340.075,339.6305,340.06,70429
2023-07-07 12:06:00,340.073,340.229,339.97,340.2,56508
2023-07-07 12:08:00,340.18,340.1845,340.01,340.12,41558
2023-07-07 12:10:00,340.12,340.46,340.11,340.44,47874
2023-07-07 12:12:00,340.4368,340.45,340.3115,340.45,37550
2023-07-07 12:14:00,340.4699,340.55,340.4,340.53,58006
2023-07-07 12:16:00,340.54,340.56,340.28,340.35,50980
2023-07-07 12:18:00,340.37,340.56,340.3535,340.42,52539
2023-07-07 12:20:00,340.39,340.44,340.3,340.34,40357
2023-07-07 12:22:00,340.33,340.38,340.13,340.13,39216
2023-07-07 12:24:00,340.11,340.45,340.03,340.45,42794
2023-07-07 12:26:00,340.4201,340.46,340.19,340.33,32864
2023-07-07 12:28:00,340.32,340.39,340.21,340.31,49037
2023-07-07 12:30:00,340.327,340.4738,340.28,340.3988,30729
2023-07-07 12:32:00,340.39,340.91,340.39,340.86,88736
2023-07-07 12:34:00,340.77,340.9,340.65,340.81,60658
2023-07-07 12:36:00,340.83,341.23,340.81,341.09,101219
2023-07-07 12:38:00,341.09,341.24,340.97,341.22,57778
2023-07-07 12:40:00,341.22,341.3,341.085,341.215,68078
2023-07-07 12:42:00,341.22,341.43,341.1017,341.31,64110
2023-07-07 12:44:00,341.3,341.35,341.07,341.09,37683
