underlying,trading_date,S_t,K,expiration,T_years,dte,option_type,option_price,r,moneyness,regime,style
SPY,2013-01-07,145.987562,132.0,2013-01-19,0.03285420944558522,12,call,13.99,0.0007000000000000001,0.904186618309305,normal,American
SPY,2013-01-07,145.987562,133.0,2013-01-19,0.03285420944558522,12,call,13.0,0.0007000000000000001,0.9110365169328604,normal,American
SPY,2013-01-07,145.987562,134.0,2013-01-19,0.03285420944558522,12,call,11.99,0.0007000000000000001,0.9178864155564157,normal,American
SPY,2013-01-07,145.987562,135.0,2013-01-19,0.03285420944558522,12,call,11.01,0.0007000000000000001,0.924736314179971,normal,American
SPY,2013-01-07,145.987562,136.0,2013-01-19,0.03285420944558522,12,call,10.0,0.0007000000000000001,0.9315862128035264,normal,American
SPY,2013-01-07,145.987562,137.0,2013-01-19,0.03285420944558522,12,call,9.01,0.0007000000000000001,0.9384361114270817,normal,American
SPY,2013-01-07,145.987562,138.0,2013-01-19,0.03285420944558522,12,call,8.02,0.0007000000000000001,0.9452860100506371,normal,American
SPY,2013-01-07,145.987562,139.0,2013-01-19,0.03285420944558522,12,call,7.04,0.0007000000000000001,0.9521359086741924,normal,American
SPY,2013-01-07,145.987562,140.0,2013-01-19,0.03285420944558522,12,call,6.07,0.0007000000000000001,0.9589858072977477,normal,American
SPY,2013-01-07,145.987562,141.0,2013-01-19,0.03285420944558522,12,call,5.11,0.0007000000000000001,0.9658357059213031,normal,American
SPY,2013-01-07,145.987562,142.0,2013-01-19,0.03285420944558522,12,call,4.17,0.0007000000000000001,0.9726856045448584,normal,American
SPY,2013-01-07,145.987562,143.0,2013-01-19,0.03285420944558522,12,call,3.26,0.0007000000000000001,0.9795355031684138,normal,American
SPY,2013-01-07,145.987562,144.0,2013-01-19,0.03285420944558522,12,call,2.42,0.0007000000000000001,0.9863854017919691,normal,American
SPY,2013-01-07,145.987562,145.0,2013-01-19,0.03285420944558522,12,call,1.69,0.0007000000000000001,0.9932353004155244,normal,American
SPY,2013-01-07,145.987562,146.0,2013-01-19,0.03285420944558522,12,call,1.08,0.0007000000000000001,1.0000851990390798,normal,American
SPY,2013-01-07,145.987562,147.0,2013-01-19,0.03285420944558522,12,call,0.62,0.0007000000000000001,1.0069350976626352,normal,American
SPY,2013-01-07,145.987562,148.0,2013-01-19,0.03285420944558522,12,call,0.34,0.0007000000000000001,1.0137849962861905,normal,American
SPY,2013-01-07,145.987562,149.0,2013-01-19,0.03285420944558522,12,call,0.16,0.0007000000000000001,1.020634894909746,normal,American
SPY,2013-01-07,145.987562,150.0,2013-01-19,0.03285420944558522,12,call,0.09,0.0007000000000000001,1.0274847935333011,normal,American
SPY,2013-01-07,145.987562,151.0,2013-01-19,0.03285420944558522,12,call,0.06,0.0007000000000000001,1.0343346921568566,normal,American
SPY,2013-01-07,145.987562,137.0,2013-01-19,0.03285420944558522,12,put,0.06,0.0007000000000000001,0.9384361114270817,normal,American
SPY,2013-01-07,145.987562,138.0,2013-01-19,0.03285420944558522,12,put,0.06,0.0007000000000000001,0.9452860100506371,normal,American
SPY,2013-01-07,145.987562,139.0,2013-01-19,0.03285420944558522,12,put,0.08,0.0007000000000000001,0.9521359086741924,normal,American
SPY,2013-01-07,145.987562,140.0,2013-01-19,0.03285420944558522,12,put,0.1,0.0007000000000000001,0.9589858072977477,normal,American
SPY,2013-01-07,145.987562,141.0,2013-01-19,0.03285420944558522,12,put,0.13,0.0007000000000000001,0.9658357059213031,normal,American
SPY,2013-01-07,145.987562,142.0,2013-01-19,0.03285420944558522,12,put,0.2,0.0007000000000000001,0.9726856045448584,normal,American
SPY,2013-01-07,145.987562,143.0,2013-01-19,0.03285420944558522,12,put,0.29,0.0007000000000000001,0.9795355031684138,normal,American
SPY,2013-01-07,145.987562,144.0,2013-01-19,0.03285420944558522,12,put,0.45,0.0007000000000000001,0.9863854017919691,normal,American
SPY,2013-01-07,145.987562,145.0,2013-01-19,0.03285420944558522,12,put,0.71,0.0007000000000000001,0.9932353004155244,normal,American
SPY,2013-01-07,145.987562,146.0,2013-01-19,0.03285420944558522,12,put,1.1,0.0007000000000000001,1.0000851990390798,normal,American
SPY,2013-01-07,145.987562,147.0,2013-01-19,0.03285420944558522,12,put,1.65,0.0007000000000000001,1.0069350976626352,normal,American
SPY,2013-01-07,145.987562,148.0,2013-01-19,0.03285420944558522,12,put,2.35,0.0007000000000000001,1.0137849962861905,normal,American
SPY,2013-01-07,145.987562,149.0,2013-01-19,0.03285420944558522,12,put,3.17,0.0007000000000000001,1.020634894909746,normal,American
SPY,2013-01-07,145.987562,150.0,2013-01-19,0.03285420944558522,12,put,4.12,0.0007000000000000001,1.0274847935333011,normal,American
SPY,2013-01-07,145.987562,151.0,2013-01-19,0.03285420944558522,12,put,5.05,0.0007000000000000001,1.0343346921568566,normal,American
SPY,2013-01-07,145.987562,152.0,2013-01-19,0.03285420944558522,12,put,6.03,0.0007000000000000001,1.0411845907804118,normal,American
SPY,2013-01-07,145.987562,153.0,2013-01-19,0.03285420944558522,12,put,7.03,0.0007000000000000001,1.0480344894039673,normal,American
SPY,2013-01-07,145.987562,154.0,2013-01-19,0.03285420944558522,12,put,8.03,0.0007000000000000001,1.0548843880275225,normal,American
SPY,2013-01-07,145.987562,155.0,2013-01-19,0.03285420944558522,12,put,9.02,0.0007000000000000001,1.061734286651078,normal,American
SPY,2013-01-07,145.987562,132.0,2013-01-25,0.049281314168377825,18,call,14.01,0.0007000000000000001,0.904186618309305,normal,American
SPY,2013-01-07,145.987562,133.0,2013-01-25,0.049281314168377825,18,call,13.01,0.0007000000000000001,0.9110365169328604,normal,American
SPY,2013-01-07,145.987562,134.0,2013-01-25,0.049281314168377825,18,call,12.02,0.0007000000000000001,0.9178864155564157,normal,American
SPY,2013-01-07,145.987562,135.0,2013-01-25,0.049281314168377825,18,call,11.03,0.0007000000000000001,0.924736314179971,normal,American
SPY,2013-01-07,145.987562,138.0,2013-01-25,0.049281314168377825,18,call,8.08,0.0007000000000000001,0.9452860100506371,normal,American
SPY,2013-01-07,145.987562,139.0,2013-01-25,0.049281314168377825,18,call,7.12,0.0007000000000000001,0.9521359086741924,normal,American
SPY,2013-01-07,145.987562,140.0,2013-01-25,0.049281314168377825,18,call,6.17,0.0007000000000000001,0.9589858072977477,normal,American
SPY,2013-01-07,145.987562,141.0,2013-01-25,0.049281314168377825,18,call,5.24,0.0007000000000000001,0.9658357059213031,normal,American
