underlying,trading_date,S_t,K,expiration,T_years,dte,option_type,option_price,r,moneyness,regime,style
AAPL,2008-01-02,198.08,180.0,2008-01-18,0.04380561259411362,16,call,20.95,0.0326,0.9087237479806138,crisis,American
AAPL,2008-01-02,198.08,185.0,2008-01-18,0.04380561259411362,16,call,17.15,0.0326,0.9339660743134086,crisis,American
AAPL,2008-01-02,198.08,190.0,2008-01-18,0.04380561259411362,16,call,13.75,0.0326,0.9592084006462035,crisis,American
AAPL,2008-01-02,198.08,195.0,2008-01-18,0.04380561259411362,16,call,10.775,0.0326,0.9844507269789983,crisis,American
AAPL,2008-01-02,198.08,200.0,2008-01-18,0.04380561259411362,16,call,8.25,0.0326,1.0096930533117932,crisis,American
AAPL,2008-01-02,198.08,210.0,2008-01-18,0.04380561259411362,16,call,4.525,0.0326,1.0601777059773827,crisis,American
AAPL,2008-01-02,198.08,180.0,2008-02-15,0.12046543463381246,44,call,25.775,0.0326,0.9087237479806138,crisis,American
AAPL,2008-01-02,198.08,185.0,2008-02-15,0.12046543463381246,44,call,22.45,0.0326,0.9339660743134086,crisis,American
AAPL,2008-01-02,198.08,190.0,2008-02-15,0.12046543463381246,44,call,19.45,0.0326,0.9592084006462035,crisis,American
AAPL,2008-01-02,198.08,195.0,2008-02-15,0.12046543463381246,44,call,16.775,0.0326,0.9844507269789983,crisis,American
AAPL,2008-01-02,198.08,200.0,2008-02-15,0.12046543463381246,44,call,14.375,0.0326,1.0096930533117932,crisis,American
AAPL,2008-01-02,198.08,210.0,2008-02-15,0.12046543463381246,44,call,10.4,0.0326,1.0601777059773827,crisis,American
AAPL,2008-01-09,171.25,155.0,2008-01-18,0.024640657084188913,9,call,18.575,0.0322,0.9051094890510949,crisis,American
AAPL,2008-01-09,171.25,160.0,2008-01-18,0.024640657084188913,9,call,14.775,0.0322,0.9343065693430657,crisis,American
AAPL,2008-01-09,171.25,165.0,2008-01-18,0.024640657084188913,9,call,11.4,0.0322,0.9635036496350365,crisis,American
AAPL,2008-01-09,171.25,170.0,2008-01-18,0.024640657084188913,9,call,8.5,0.0322,0.9927007299270073,crisis,American
AAPL,2008-01-09,171.25,175.0,2008-01-18,0.024640657084188913,9,call,6.175,0.0322,1.0218978102189782,crisis,American
AAPL,2008-01-09,171.25,180.0,2008-01-18,0.024640657084188913,9,call,4.275,0.0322,1.051094890510949,crisis,American
AAPL,2008-01-09,171.25,185.0,2008-01-18,0.024640657084188913,9,call,2.88,0.0322,1.0802919708029197,crisis,American
AAPL,2008-01-09,171.25,155.0,2008-02-15,0.10130047912388775,37,call,24.5,0.0322,0.9051094890510949,crisis,American
AAPL,2008-01-09,171.25,160.0,2008-02-15,0.10130047912388775,37,call,21.4,0.0322,0.9343065693430657,crisis,American
AAPL,2008-01-09,171.25,165.0,2008-02-15,0.10130047912388775,37,call,18.55,0.0322,0.9635036496350365,crisis,American
AAPL,2008-01-09,171.25,170.0,2008-02-15,0.10130047912388775,37,call,15.95,0.0322,0.9927007299270073,crisis,American
AAPL,2008-01-09,171.25,175.0,2008-02-15,0.10130047912388775,37,call,13.775,0.0322,1.0218978102189782,crisis,American
AAPL,2008-01-09,171.25,180.0,2008-02-15,0.10130047912388775,37,call,11.725,0.0322,1.051094890510949,crisis,American
AAPL,2008-01-09,171.25,185.0,2008-02-15,0.10130047912388775,37,call,9.875,0.0322,1.0802919708029197,crisis,American
AAPL,2008-01-16,169.04,155.0,2008-02-15,0.08213552361396304,30,call,21.1,0.031400000000000004,0.9169427354472315,crisis,American
AAPL,2008-01-16,169.04,160.0,2008-02-15,0.08213552361396304,30,call,17.95,0.031400000000000004,0.9465215333648841,crisis,American
